riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs8046696-?	1E-25	-	NR	-	"0.0523486 unit increase"	[0.043-0.062]	CFDP1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:75408245	33020668	"Koyama S"
rs56215311-?	5E-14	-	NR	-	"0.0374672 unit decrease"	[0.028-0.047]	PLCG2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:81872287	33020668	"Koyama S"
rs7500448-?	2E-18	-	NR	-	"0.0504851 unit decrease"	[0.039-0.062]	CDH13	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:83012185	33020668	"Koyama S"
rs12444314-?	4E-9	-	NR	-	"0.0319142 unit increase"	[0.021-0.043]	LINC02188,FOXL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	16:86665557	33020668	"Koyama S"
rs8072532-?	5E-19	-	NR	-	"0.0463997 unit increase"	[0.036-0.057]	SMG6	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:2141979	33020668	"Koyama S"
rs11080107-?	1E-11	-	NR	-	"0.0338341 unit increase"	[0.024-0.044]	ABHD15-AS1,ANKRD13B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:29611406	33020668	"Koyama S"
rs76954792-?	1E-10	-	NR	-	"0.0414063 unit increase"	[0.029-0.054]	RNU6-1134P,MIR365BHG	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:31706495	33020668	"Koyama S"
rs2074164-?	3E-12	-	NR	-	"0.0434238 unit increase"	[0.031-0.056]	KAT2A	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:42118220	33020668	"Koyama S"
rs197907-?	2E-10	-	NR	-	"0.0337204 unit increase"	[0.023-0.044]	GOSR2-DT,WNT9B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:46904715	33020668	"Koyama S"
rs35885398-?	2E-9	-	NR	-	"0.0388858 unit decrease"	[0.026-0.052]	SOX6	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:16494984	33020668	"Koyama S"
rs7115190-?	2E-9	-	NR	-	"0.0315147 unit increase"	[0.021-0.042]	WT1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:32419831	33020668	"Koyama S"
rs7928523-?	3E-8	-	NR	-	"0.0306067 unit increase"	[0.02-0.041]	HSD17B12	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:43697551	33020668	"Koyama S"
rs11230728-?	4E-8	-	NR	-	"0.0355837 unit decrease"	[0.023-0.048]	LRRC10B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:61510226	33020668	"Koyama S"
rs3741380-?	2E-17	-	NR	-	"0.0418715 unit increase"	[0.032-0.052]	EHBP1L1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:65581592	33020668	"Koyama S"
rs6704-?	3E-12	-	NR	-	"0.0374783 unit increase"	[0.027-0.048]	SERPINH1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:75572608	33020668	"Koyama S"
rs604723-?	8E-14	-	NR	-	"0.0392671 unit increase"	[0.029-0.05]	ARHGAP42	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:100739815	33020668	"Koyama S"
rs2839812-?	4E-43	-	NR	-	"0.0720573 unit decrease"	[0.062-0.082]	PDGFDDN	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:103802566	33020668	"Koyama S"
rs10488763-?	3E-19	-	NR	-	"0.0565916 unit increase"	[0.044-0.069]	LINC02732	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:110373636	33020668	"Koyama S"
rs662799-?	9E-14	-	NR	-	"0.0544995 unit decrease"	[0.04-0.069]	APOA5,LNC-RHL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:116792991	33020668	"Koyama S"
rs1307145-?	7E-9	-	NR	-	"0.0309075 unit increase"	[0.02-0.041]	VPS11	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:119079507	33020668	"Koyama S"
rs1893261-?	3E-8	-	NR	-	"0.0282465 unit increase"	[0.018-0.038]	TLCD5	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:120327384	33020668	"Koyama S"
rs77620124-?	9E-9	-	NR	-	"0.0425819 unit decrease"	[0.028-0.057]	C1S	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:7065598	33020668	"Koyama S"
rs2607903-?	5E-9	-	NR	-	"0.0399039 unit decrease"	[0.027-0.053]	LINC02366,YBX3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:10723974	33020668	"Koyama S"
rs10841443-?	7E-17	-	NR	-	"0.0429913 unit increase"	[0.033-0.053]	LINC02468,TCP1P3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:20067099	33020668	"Koyama S"
rs1133773-?	4E-19	-	NR	-	"0.0550593 unit increase"	[0.043-0.067]	FAM242C,FLJ12825	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:54102435	33020668	"Koyama S"
rs7484541-?	8E-11	-	NR	-	"0.0427498 unit decrease"	[0.03-0.056]	R3HDM2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:57321020	33020668	"Koyama S"
rs2681472-?	7E-25	-	NR	-	"0.0601466 unit increase"	[0.049-0.072]	ATP2B1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:89615182	33020668	"Koyama S"
rs11107903-?	4E-24	-	NR	-	"0.0794072 unit decrease"	[0.064-0.095]	FGD6	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:95114195	33020668	"Koyama S"
rs11066707-?	8E-17	-	NR	-	"0.132212 unit increase"	[0.1-0.16]	KCTD10	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:109460568	33020668	"Koyama S"
rs11065783-?	4E-47	-	NR	-	"0.148787 unit increase"	[0.13-0.17]	MYL2,LINC01405	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:110958445	33020668	"Koyama S"
rs1169288-?	6E-15	-	NR	-	"0.0399869 unit increase"	[0.03-0.05]	HNF1A-AS1,HNF1A	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:120978847	33020668	"Koyama S"
rs7485656-?	4E-13	-	NR	-	"0.0450854 unit increase"	[0.033-0.057]	SCARB1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	12:124831101	33020668	"Koyama S"
rs2296285-?	5E-20	-	NR	-	"0.0469281 unit increase"	[0.037-0.057]	FLT1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	13:28435536	33020668	"Koyama S"
rs7998440-?	3E-9	-	NR	-	"0.0320351 unit decrease"	[0.021-0.043]	N4BP2L2,PDS5B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	13:32551069	33020668	"Koyama S"
rs869396-?	8E-11	-	NR	-	"0.0317803 unit decrease"	[0.022-0.041]	PALLD	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:168766849	33020668	"Koyama S"
rs7680806-?	3E-8	-	NR	-	"0.0371551 unit increase"	[0.024-0.05]	SORBS2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:185771699	33020668	"Koyama S"
rs10063823-?	8E-7	-	NR	-	"0.0265187 unit decrease"	[0.016-0.037]	IRX1,LINC02063	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:4011697	33020668	"Koyama S"
rs1508798-?	6E-8	-	NR	-	"0.0351656 unit decrease"	[0.022-0.048]	SNHG18	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:9556582	33020668	"Koyama S"
rs13354746-?	2E-8	-	NR	-	"0.0316372 unit increase"	[0.021-0.043]	HMGCR,ANKRD31	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:75323307	33020668	"Koyama S"
rs7703260-?	2E-11	-	NR	-	"0.0394532 unit increase"	[0.028-0.051]	SPRY4-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	5:142522335	33020668	"Koyama S"
rs9349379-?	4E-104	-	NR	-	"0.110473 unit increase"	[0.1-0.12]	PHACTR1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:12903725	33020668	"Koyama S"
rs13200993-?	3E-18	-	NR	-	"0.0453313 unit increase"	[0.035-0.056]	CASC15	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:22612683	33020668	"Koyama S"
rs11968400-?	6E-12	-	NR	-	"0.0655868 unit increase"	[0.047-0.084]	SNHG32	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:31836952	33020668	"Koyama S"
rs10947786-?	2E-15	-	NR	-	"0.047373 unit decrease"	[0.036-0.059]	KCNK5,SAYSD1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:39188634	33020668	"Koyama S"
rs998584-?	2E-14	-	NR	-	"0.0377906 unit increase"	[0.028-0.048]	VEGFA,LINC02537	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:43790159	33020668	"Koyama S"
rs11752218-?	2E-17	-	NR	-	"0.0870826 unit increase"	[0.067-0.107]	RAB23,PRIM2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:57280764	33020668	"Koyama S"
rs10806235-?	2E-9	-	NR	-	"0.0298522 unit increase"	[0.02-0.04]	LINC02542	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:81993618	33020668	"Koyama S"
rs9351209-?	2E-8	-	NR	-	"0.0285168 unit decrease"	[0.019-0.038]	LYRM2,ANKRD6	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:89605198	33020668	"Koyama S"
rs2327429-?	2E-45	-	NR	-	"0.0737999 unit decrease"	[0.064-0.084]	TARID	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:133888699	33020668	"Koyama S"
rs2744427-?	2E-8	-	NR	-	"0.0364106 unit decrease"	[0.024-0.049]	TAB2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:149393654	33020668	"Koyama S"
rs56393506-?	3E-103	-	NR	-	"0.14927 unit increase"	[0.14-0.16]	LPA,PLG	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	6:160668275	33020668	"Koyama S"
rs10268797-?	5E-8	-	NR	-	"0.0359225 unit increase"	[0.023-0.049]	MAD1L1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:1834120	33020668	"Koyama S"
rs11509880-?	3E-8	-	NR	-	"0.0280562 unit increase"	[0.018-0.038]	TMEM106B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:12222285	33020668	"Koyama S"
rs2107595-?	1E-31	-	NR	-	"0.0695929 unit increase"	[0.058-0.081]	HDAC9,TWIST1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:19009765	33020668	"Koyama S"
rs4723406-?	8E-11	-	NR	-	"0.0331491 unit decrease"	[0.023-0.043]	TBX20	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:35246859	33020668	"Koyama S"
rs6593297-?	4E-9	-	NR	-	"0.0307666 unit decrease"	[0.021-0.041]	CCT6A	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:56054365	33020668	"Koyama S"
rs11977187-?	8E-10	-	NR	-	"0.0327593 unit decrease"	[0.022-0.043]	DUS4L,DUS4L-BCAP29	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:107569938	33020668	"Koyama S"
rs11556924-?	1E-17	-	NR	-	"0.0509404 unit decrease"	[0.039-0.063]	ZC3HC1,UBE2H-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:130023656	33020668	"Koyama S"
rs2286200-?	1E-8	-	NR	-	"0.0299175 unit decrease"	[0.02-0.04]	TBXAS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	7:140015542	33020668	"Koyama S"
rs13105983-?	3E-9	-	NR	-	"0.0293294 unit decrease"	[0.02-0.039]	ADAMTS3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:72554917	33020668	"Koyama S"
rs16998073-?	6E-19	-	NR	-	"0.0474688 unit increase"	[0.037-0.058]	FGF5,PRDM8	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:80263187	33020668	"Koyama S"
rs7580831-?	4E-9	-	NR	-	"0.030633 unit decrease"	[0.02-0.041]	COPS8,COL6A3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	2:237310856	33020668	"Koyama S"
rs35462537-?	3E-17	-	NR	-	"0.0428552 unit decrease"	[0.033-0.053]	FGD5	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	3:14857887	33020668	"Koyama S"
rs11718165-?	6E-8	-	NR	-	"0.0327978 unit decrease"	[0.021-0.045]	BSN	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	3:49659364	33020668	"Koyama S"
rs12714757-?	1E-10	-	NR	-	"0.0356587 unit decrease"	[0.025-0.047]	MITF	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	3:69771631	33020668	"Koyama S"
rs4678145-?	4E-13	-	NR	-	"0.0557001 unit increase"	[0.041-0.071]	UMPS	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	3:124731234	33020668	"Koyama S"
rs1154988-?	7E-15	-	NR	-	"0.0460383 unit increase"	[0.034-0.058]	PCCB,RPL31P23	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	3:136206349	33020668	"Koyama S"
rs185244-?	1E-20	-	NR	-	"0.0575817 unit increase"	[0.045-0.07]	MRAS	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	3:138374047	33020668	"Koyama S"
rs10797374-?	6E-12	-	NR	-	"0.0455701 unit decrease"	[0.033-0.059]	ACTRT2,TTC34	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:3000896	33020668	"Koyama S"
rs61776719-?	9E-14	-	NR	-	"0.0378542 unit increase"	[0.028-0.048]	RNU6-510P,FHL3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:37995647	33020668	"Koyama S"
rs34232196-?	2E-12	-	NR	-	"0.0431262 unit decrease"	[0.031-0.055]	PCSK9,BSND	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:55023869	33020668	"Koyama S"
rs72664335-?	3E-30	-	NR	-	"0.109635 unit decrease"	[0.091-0.128]	PLPP3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:56521306	33020668	"Koyama S"
rs12740374-?	1E-62	-	NR	-	"0.106316 unit decrease"	[0.094-0.119]	CELSR2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:109274968	33020668	"Koyama S"
rs11552449-?	4E-10	-	NR	-	"0.0370867 unit increase"	[0.025-0.049]	DCLRE1B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:113905767	33020668	"Koyama S"
rs61797063-?	9E-11	-	NR	-	"0.0434409 unit decrease"	[0.03-0.057]	NGF-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:115356162	33020668	"Koyama S"
rs11204892-?	5E-12	-	NR	-	"0.0406126 unit increase"	[0.029-0.052]	TDRKH-AS1,LINGO4	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:151795572	33020668	"Koyama S"
rs4845625-?	6E-17	-	NR	-	"0.040684 unit decrease"	[0.031-0.05]	IL6R	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:154449591	33020668	"Koyama S"
rs12028817-?	5E-9	-	NR	-	"0.0313432 unit decrease"	[0.021-0.042]	ATP1B1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	1:169126880	33020668	"Koyama S"
rs11099493-?	2E-13	-	NR	-	"0.0396595 unit decrease"	[0.029-0.05]	RASGEF1B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:81665896	33020668	"Koyama S"
rs9995627-?	6E-10	-	NR	-	"0.068156 unit decrease"	[0.047-0.09]	BMPR1B	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:95087443	33020668	"Koyama S"
rs13134800-?	1E-14	-	NR	-	"0.0413897 unit decrease"	[0.031-0.052]	MAD2L1,LINC02502	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:119979127	33020668	"Koyama S"
rs10006310-?	3E-9	-	NR	-	"0.0290661 unit decrease"	[0.019-0.039]	ZNF827	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:145888846	33020668	"Koyama S"
rs6841473-?	1E-38	-	NR	-	"0.0815677 unit increase"	[0.069-0.094]	EDNRA	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:147486500	33020668	"Koyama S"
rs3796587-?	5E-27	-	NR	-	"0.0656284 unit decrease"	[0.054-0.078]	GUCY1A1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	4:155716921	33020668	"Koyama S"
rs4646248-?	5E-8	-	NR	-	"0.0299494 unit decrease"	[0.019-0.041]	NAT2,PSD3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:18402845	33020668	"Koyama S"
rs13702-?	4E-17	-	NR	-	"0.0470828 unit decrease"	[0.036-0.058]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:19966981	33020668	"Koyama S"
rs9693598-?	2E-8	-	NR	-	"0.044439 unit decrease"	[0.029-0.06]	DOCK5	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:25207468	33020668	"Koyama S"
rs2623168-?	1E-9	-	NR	-	"0.0474695 unit increase"	[0.032-0.063]	GEM,CDH17	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:94247997	33020668	"Koyama S"
rs13255004-?	1E-8	-	NR	-	"0.0339198 unit increase"	[0.022-0.046]	NCALD	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:101820177	33020668	"Koyama S"
rs302953-?	8E-11	-	NR	-	"0.0328723 unit increase"	[0.023-0.043]	ZFPM2	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:105500253	33020668	"Koyama S"
rs28601761-?	7E-22	-	NR	-	"0.0508658 unit decrease"	[0.04-0.061]	TRIB1AL	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	8:125487789	33020668	"Koyama S"
rs2891168-?	4E-295	-	NR	-	"0.177893 unit increase"	[0.17-0.19]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	9:22098620	33020668	"Koyama S"
rs35093463-?	3E-13	-	NR	-	"0.054696 unit increase"	[0.04-0.069]	ABCA1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	9:104823957	33020668	"Koyama S"
rs1967604-?	1E-13	-	NR	-	"0.0408244 unit decrease"	[0.03-0.052]	RNU6-996P,RNU6-1064P	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	9:107768043	33020668	"Koyama S"
rs10985348-?	1E-13	-	NR	-	"0.0418962 unit increase"	[0.031-0.053]	DAB2IP	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	9:121657443	33020668	"Koyama S"
rs507666-?	2E-20	-	NR	-	"0.055458 unit increase"	[0.044-0.067]	ABO	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	9:133273983	33020668	"Koyama S"
rs7090277-?	8E-14	-	NR	-	"0.0363463 unit decrease"	[0.027-0.046]	CDC123	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:12236022	33020668	"Koyama S"
rs2505083-?	6E-15	-	NR	-	"0.0406733 unit increase"	[0.03-0.051]	JCAD	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:30046193	33020668	"Koyama S"
rs1870634-?	1E-28	-	NR	-	"0.0579307 unit increase"	[0.048-0.068]	LINC03089,LINC00841	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:43985363	33020668	"Koyama S"
rs11000448-?	4E-11	-	NR	-	"0.0523329 unit decrease"	[0.037-0.068]	OIT3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:72922875	33020668	"Koyama S"
rs7088704-?	3E-6	-	NR	-	"0.0257943 unit decrease"	[0.015-0.037]	TSPAN14	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:80482174	33020668	"Koyama S"
rs1412444-?	4E-29	-	NR	-	"0.0584797 unit increase"	[0.048-0.069]	LIPA	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:89243170	33020668	"Koyama S"
rs603424-?	6E-9	-	NR	-	"0.0400637 unit increase"	[0.027-0.054]	PKD2L1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:100315722	33020668	"Koyama S"
rs11191447-?	1E-23	-	NR	-	"0.0735385 unit decrease"	[0.059-0.088]	BORCS7-ASMT,AS3MT	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:102892566	33020668	"Koyama S"
rs2421028-?	2E-12	-	NR	-	"0.0345695 unit increase"	[0.025-0.044]	HTRA1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	10:122477822	33020668	"Koyama S"
rs73392700-?	3E-11	-	NR	-	"0.0636127 unit increase"	[0.045-0.082]	SIRT3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:224845	33020668	"Koyama S"
rs11601507-?	4E-15	-	NR	-	"0.0756946 unit increase"	[0.057-0.095]	TRIM5	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:5679844	33020668	"Koyama S"
rs378825-?	1E-13	-	NR	-	"0.0364491 unit increase"	[0.027-0.046]	SWAP70	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:9745385	33020668	"Koyama S"
rs7926712-?	3E-9	-	NR	-	"0.0306179 unit increase"	[0.02-0.041]	BMAL1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	11:13281538	33020668	"Koyama S"
rs55714120-?	1E-17	-	NR	-	"0.047903 unit increase"	[0.037-0.059]	ZNF652-AS1,PHB1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:49411461	33020668	"Koyama S"
rs4794213-?	4E-8	-	NR	-	"0.0275494 unit decrease"	[0.018-0.037]	MBTD1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:51231346	33020668	"Koyama S"
rs1476098-?	3E-16	-	NR	-	"0.051017 unit decrease"	[0.039-0.063]	BCAS3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:61159652	33020668	"Koyama S"
rs1050382-?	1E-14	-	NR	-	"0.0383576 unit increase"	[0.029-0.048]	PECAM1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:64322640	33020668	"Koyama S"
rs2952286-?	5E-10	-	NR	-	"0.0351478 unit increase"	[0.024-0.046]	WIPI1,PRKAR1A	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	17:68473259	33020668	"Koyama S"
rs948386-?	8E-13	-	NR	-	"0.0360995 unit increase"	[0.026-0.046]	ATP7BP1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	18:22418847	33020668	"Koyama S"
rs7229520-?	1E-12	-	NR	-	"0.0361989 unit increase"	[0.026-0.046]	DYM-AS1,SMAD7	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	18:48990098	33020668	"Koyama S"
rs663129-?	4E-9	-	NR	-	"0.0334741 unit increase"	[0.022-0.045]	RNU4-17P,MC4R	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	18:60171168	33020668	"Koyama S"
rs61194703-?	9E-34	-	NR	-	"0.101132 unit decrease"	[0.085-0.117]	SMARCA4,LDLR	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	19:11081517	33020668	"Koyama S"
rs7251815-?	4E-15	-	NR	-	"0.0531082 unit increase"	[0.04-0.066]	MAP1S	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	19:17734133	33020668	"Koyama S"
rs10406816-?	1E-26	-	NR	-	"0.0533215 unit decrease"	[0.044-0.063]	TGFB1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	19:41345811	33020668	"Koyama S"
rs141622900-?	1E-31	-	NR	-	"0.145241 unit decrease"	[0.12-0.17]	APOC1,APOC1P1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	19:44923535	33020668	"Koyama S"
rs11167260-?	4E-9	-	NR	-	"0.0516517 unit decrease"	[0.034-0.069]	PROCR	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	20:35187397	33020668	"Koyama S"
rs6102322-?	5E-10	-	NR	-	"0.0334959 unit increase"	[0.023-0.044]	ZHX3	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	20:41244128	33020668	"Koyama S"
rs8124182-?	7E-11	-	NR	-	"0.0447465 unit increase"	[0.031-0.058]	FTLP1,MMP9	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	20:45980262	33020668	"Koyama S"
rs2008603-?	3E-8	-	NR	-	"0.0413174 unit decrease"	[0.027-0.056]	PREX1	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	20:48816512	33020668	"Koyama S"
rs259990-?	2E-10	-	NR	-	"0.0486918 unit increase"	[0.034-0.064]	ZNF831	"Coronary artery disease"	"coronary artery disease"	-	GCST010866	20:59153834	33020668	"Koyama S"
