riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs1883711-G	8E-12	-	0.968793	-	"0.0801221 unit decrease"	[0.057-0.103]	LINC01370,MAFB	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	20:40551182	35213538	"Richardson TG"
rs6073966-C	4E-8	-	0.830981	-	"0.0293503 unit increase"	[0.019-0.04]	PCIF1	"Cholesterol levels in IDL"	"total cholesterol measurement,intermediate density lipoprotein measurement"	-	GCST90092831	20:45941553	35213538	"Richardson TG"
rs10468017-C	1E-278	-	0.704063	-	"0.142132 unit decrease"	[0.13-0.15]	ALDH1A2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58386313	35213538	"Richardson TG"
rs149877054-C	3E-8	-	0.99621	-	"0.169937 unit increase"	[0.11-0.23]	LIPC,ALDH1A2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58411517	35213538	"Richardson TG"
rs2070895-G	4E-262	-	0.781321	-	"0.152005 unit decrease"	[0.14-0.16]	ALDH1A2,LIPC	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58431740	35213538	"Richardson TG"
rs6078-G	6E-9	-	0.971147	-	"0.0632638 unit decrease"	[0.042-0.085]	LIPC	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58541794	35213538	"Richardson TG"
rs113298164-C	3E-21	-	0.998106	-	"0.392803 unit decrease"	[0.31-0.47]	LIPC	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58563549	35213538	"Richardson TG"
rs80236739-A	1E-9	-	0.950557	-	"0.0511372 unit increase"	[0.035-0.068]	ADAM10	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58680500	35213538	"Richardson TG"
rs6498540-A	7E-14	-	0.697936	-	"0.0295019 unit increase"	[0.022-0.037]	PDXDC1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:15036737	35213538	"Richardson TG"
rs12447986-T	1E-12	-	0.0180777	-	"0.0977255 unit increase"	[0.071-0.125]	MT1G,MT1F	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:56661634	35213538	"Richardson TG"
rs8064100-A	2E-9	-	0.579921	-	"0.0220252 unit increase"	[0.015-0.029]	NUP93-DT,DPPA2P4	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:56691261	35213538	"Richardson TG"
rs72786786-G	3E-531	-	0.687699	-	"0.196383 unit decrease"	[0.19-0.2]	CETP,HERPUD1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:56951602	35213538	"Richardson TG"
rs289703-C	2E-24	-	0.702337	-	"0.0407075 unit increase"	[0.033-0.049]	NLRC5	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:57014206	35213538	"Richardson TG"
rs28382814-C	1E-14	-	0.957675	-	"0.0708467 unit increase"	[0.053-0.089]	CES2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:66937877	35213538	"Richardson TG"
rs4986970-A	1E-19	-	0.966081	-	"0.0911095 unit increase"	[0.071-0.111]	LCAT	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:67942417	35213538	"Richardson TG"
rs2925979-T	1E-22	-	0.301051	-	"0.0385631 unit decrease"	[0.031-0.046]	CMIP	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	16:81501185	35213538	"Richardson TG"
rs186021206-G	1E-20	-	0.993407	-	"0.230812 unit decrease"	[0.18-0.28]	ASGR1,RPL7AP64	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	17:7166093	35213538	"Richardson TG"
rs71152902-T	2E-8	-	0.120709	-	"0.0316789 unit decrease"	[0.021-0.043]	RAI1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	17:17780083	35213538	"Richardson TG"
rs11869286-G	5E-14	-	0.333601	-	"0.0291367 unit decrease"	[0.022-0.037]	STARD3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	17:39657603	35213538	"Richardson TG"
rs72836561-C	5E-43	-	0.968518	-	"0.143327 unit increase"	[0.12-0.16]	CD300LG	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	17:43848758	35213538	"Richardson TG"
rs112001035-G	3E-9	-	0.94027	-	"0.0465347 unit increase"	[0.031-0.062]	LINC01482,ABCA8	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	17:68827664	35213538	"Richardson TG"
rs77960347-A	3E-31	-	0.986766	-	"0.184732 unit decrease"	[0.15-0.22]	LIPG	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	18:49583585	35213538	"Richardson TG"
rs117623631-C	8E-11	-	0.997758	-	"0.250443 unit decrease"	[0.17-0.33]	LIPG	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	18:49586795	35213538	"Richardson TG"
rs7241918-G	9E-28	-	0.1771	-	"0.0522186 unit decrease"	[0.043-0.062]	LIPG,SMUG1P1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	18:49634583	35213538	"Richardson TG"
rs688671-A	4E-9	-	0.732867	-	"0.024316 unit increase"	[0.016-0.032]	RNU4-17P,MC4R	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	18:60200293	35213538	"Richardson TG"
rs116843064-G	6E-56	-	0.980149	-	"0.205775 unit decrease"	[0.18-0.23]	ANGPTL4	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	19:8364439	35213538	"Richardson TG"
rs737337-T	1E-11	-	0.923211	-	"0.0463598 unit increase"	[0.033-0.06]	DOCK6	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	19:11236817	35213538	"Richardson TG"
rs144023941-A	7E-10	-	0.840096	-	"0.0307882 unit increase"	[0.021-0.041]	MOGAT2,RN7SL786P	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:75741442	35213538	"Richardson TG"
rs964184-G	2E-96	-	0.13274	-	"0.111733 unit decrease"	[0.1-0.12]	ZPR1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:116778201	35213538	"Richardson TG"
rs45611741-C	6E-27	-	0.991808	-	"0.225936 unit increase"	[0.18-0.27]	APOA5	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:116792412	35213538	"Richardson TG"
rs563566473-C	3E-8	-	0.947733	-	"0.0530917 unit decrease"	[0.034-0.072]	SIK3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:117020254	35213538	"Richardson TG"
rs555766713-C	4E-48	-	0.990566	-	"0.281523 unit decrease"	[0.24-0.32]	PCSK7	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:117208831	35213538	"Richardson TG"
rs1177562-C	7E-11	-	0.589588	-	"0.0240874 unit increase"	[0.017-0.031]	VPS11	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:119078621	35213538	"Richardson TG"
rs112771035-C	6E-19	-	0.92863	-	"0.0627279 unit increase"	[0.049-0.077]	ST3GAL4	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	11:126355981	35213538	"Richardson TG"
rs11045171-A	2E-10	-	0.802571	-	"0.0292309 unit decrease"	[0.02-0.038]	PDE3A-AS1,LINC02468	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:20317265	35213538	"Richardson TG"
rs11048457-G	3E-9	-	0.243786	-	"0.025218 unit decrease"	[0.017-0.034]	ITPR2-AS1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:26310241	35213538	"Richardson TG"
rs2229357-G	2E-12	-	0.759063	-	"0.0297661 unit decrease"	[0.021-0.038]	INHBC	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:57449928	35213538	"Richardson TG"
rs770185500-TTTTTG	1E-11	-	0.617306	-	"0.0255309 unit decrease"	[0.018-0.033]	MVK	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:109582316	35213538	"Richardson TG"
rs653178-C	1E-8	-	0.483964	-	"0.020843 unit decrease"	[0.014-0.028]	ATXN2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:111569952	35213538	"Richardson TG"
rs3999421-A	2E-8	-	0.607963	-	"0.0209334 unit decrease"	[0.014-0.028]	HNF1A-AS1,RPL12P33	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:120930715	35213538	"Richardson TG"
rs3922628-T	8E-15	-	0.789504	-	"0.0347983 unit decrease"	[0.026-0.044]	HCAR1,HCAR3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:122724748	35213538	"Richardson TG"
rs7133378-G	3E-18	-	0.680211	-	"0.0340242 unit decrease"	[0.026-0.042]	CCDC92,DNAH10	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:123924955	35213538	"Richardson TG"
rs11057469-G	4E-10	-	0.576115	-	"0.0233878 unit decrease"	[0.016-0.031]	RFLNA	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:124153342	35213538	"Richardson TG"
rs837500-C	5E-10	-	0.361534	-	"0.0236696 unit decrease"	[0.016-0.031]	NCOR2,SCARB1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:124593021	35213538	"Richardson TG"
rs921919-G	1E-27	-	0.33049	-	"0.0430767 unit increase"	[0.035-0.051]	SCARB1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:124780655	35213538	"Richardson TG"
rs3924313-G	3E-9	-	0.678267	-	"0.0232318 unit increase"	[0.016-0.031]	SCARB1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:124843829	35213538	"Richardson TG"
rs36226283-G	6E-23	-	0.641042	-	"0.0375058 unit decrease"	[0.03-0.045]	SCARB1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	12:124864934	35213538	"Richardson TG"
rs7175905-A	7E-9	-	0.438289	-	"0.0212409 unit decrease"	[0.014-0.028]	RMDN3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:40749094	35213538	"Richardson TG"
rs2925339-A	5E-9	-	0.326976	-	"0.0227192 unit increase"	[0.015-0.03]	MAPKBP1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:41799014	35213538	"Richardson TG"
rs190543502-T	7E-14	-	0.975889	-	"0.0894798 unit increase"	[0.066-0.113]	TP53BP1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:43464986	35213538	"Richardson TG"
rs151291132-A	2E-10	-	0.974731	-	"0.0757154 unit increase"	[0.052-0.099]	EIF3J	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:44550012	35213538	"Richardson TG"
rs56050415-T	3E-47	-	0.814611	-	"0.0689033 unit increase"	[0.06-0.078]	ALDH1A2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	15:58282767	35213538	"Richardson TG"
rs12510382-A	1E-9	-	0.540084	-	"0.0222897 unit decrease"	[0.015-0.03]	DGKQ	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	4:976324	35213538	"Richardson TG"
rs10937924-T	4E-8	-	0.408483	-	"0.0204228 unit increase"	[0.013-0.028]	RGS12	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	4:3373171	35213538	"Richardson TG"
rs13118477-G	7E-10	-	0.609628	-	"0.0230854 unit increase"	[0.016-0.03]	FAM13A	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	4:88783216	35213538	"Richardson TG"
rs5860563-C	5E-10	-	0.300048	-	"0.0247483 unit increase"	[0.017-0.033]	ADH4	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	4:99126007	35213538	"Richardson TG"
rs13107325-C	4E-22	-	0.925718	-	"0.0671483 unit increase"	[0.054-0.081]	SLC39A8	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	4:102267552	35213538	"Richardson TG"
rs11429307-G	4E-26	-	0.808483	-	"0.0489836 unit increase"	[0.04-0.058]	C5orf67	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	5:56561199	35213538	"Richardson TG"
rs2307111-T	3E-13	-	0.603405	-	"0.0270939 unit decrease"	[0.02-0.034]	POC5	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	5:75707853	35213538	"Richardson TG"
rs9265113-C	1E-12	-	0.592366	-	"0.0281506 unit increase"	[0.02-0.036]	HLA-B,LINC02571	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:31319677	35213538	"Richardson TG"
rs13191810-C	1E-8	-	0.687691	-	"0.0223672 unit increase"	[0.015-0.03]	HLA-DRB1,HLA-DQA1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:32619054	35213538	"Richardson TG"
rs185139895-G	1E-12	-	0.956091	-	"0.063243 unit increase"	[0.046-0.081]	CYCSP55,KRT18P9	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:34210076	35213538	"Richardson TG"
rs998584-C	9E-25	-	0.517687	-	"0.0374342 unit increase"	[0.03-0.045]	VEGFA,LINC02537	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:43790159	35213538	"Richardson TG"
rs72934503-A	2E-10	-	0.548611	-	"0.0237831 unit decrease"	[0.016-0.031]	MIR2113,EIF4EBP2P3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:98135612	35213538	"Richardson TG"
rs9491697-A	1E-15	-	0.536383	-	"0.0293913 unit increase"	[0.022-0.037]	RSPO3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:127134977	35213538	"Richardson TG"
rs113385622-A	3E-8	-	0.733512	-	"0.0229588 unit decrease"	[0.015-0.031]	-	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	-	35213538	"Richardson TG"
rs17585887-T	2E-10	-	0.409078	-	"0.0235611 unit decrease"	[0.016-0.031]	LINC01625,ATP5PBP6	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:139514361	35213538	"Richardson TG"
rs571848809-G	6E-24	-	0.893611	-	"0.0597534 unit increase"	[0.048-0.071]	LPA	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	6:160584356	35213538	"Richardson TG"
rs9769088-T	1E-17	-	0.609064	-	"0.0320917 unit increase"	[0.025-0.039]	C7orf50,CYP2W1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	7:989949	35213538	"Richardson TG"
rs849336-A	8E-9	-	0.344582	-	"0.022057 unit decrease"	[0.015-0.03]	JAZF1-AS1	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	7:28184434	35213538	"Richardson TG"
rs2159502-T	5E-8	-	0.620117	-	"0.0206184 unit decrease"	[0.013-0.028]	STARD3NL,TRGC2	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	7:38239188	35213538	"Richardson TG"
rs34062580-G	7E-42	-	0.869696	-	"0.073296 unit decrease"	[0.063-0.084]	MLXIPL	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	7:73619229	35213538	"Richardson TG"
rs705379-G	6E-11	-	0.522524	-	"0.024018 unit increase"	[0.017-0.031]	PON1,PON3	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	7:95324583	35213538	"Richardson TG"
rs7810507-G	2E-16	-	0.718915	-	"0.033217 unit increase"	[0.025-0.041]	KLF14,LINC-PINT	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	7:130752717	35213538	"Richardson TG"
rs7012814-G	2E-21	-	0.525735	-	"0.0347831 unit decrease"	[0.028-0.042]	PPP1R3B-DT	"Cholesterol levels in large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	GCST90092844	8:9315848	35213538	"Richardson TG"
